FIPS,Geographic Identifier,Area Name,Qualifying Name,State Postal Abbreviation,Summary Level,Geographic Component,File identification,Logical Record Number,State (FIPS Code),County of current residence,Census Tract,Block Group,Total Population,Area Total:,Area Total: Area (Land),Area Total: Area (Water),Total Population:,Total Population: Under 5 Years,Total Population: 5 to 9 Years,Total Population: 10 to 14 Years,Total Population: 15 to 17 Years,Total Population: 18 to 24 Years,Total Population: 25 to 34 Years,Total Population: 35 to 44 Years,Total Population: 45 to 54 Years,Total Population: 55 to 64 Years,Total Population: 65 to 74 Years,Total Population: 75 to 84 Years,Total Population: 85 Years and Over,Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,Average Household Size,Median Household Income (In 2019 Inflation Adjusted Dollars),Occupied Housing Units,Occupied Housing Units: 1 Room,Occupied Housing Units: 2 Rooms,Occupied Housing Units: 3 Rooms,Occupied Housing Units: 4 Rooms,Occupied Housing Units: 5 Rooms,Occupied Housing Units: 6 Rooms,Occupied Housing Units: 7 Rooms,Occupied Housing Units: 8 Rooms,Occupied Housing Units: 9 or More Rooms,Median Year Structure Built,Median Gross Rent,Owner-Occupied Housing Units
1.70E+11,15000US170318368001,Block Group 1,"Block Group 1, Census Tract 8368, Cook County, Illinois",il,150,0,ACSSF,13186,17,31,836800,1,868,0.2213875,0.2159284,0.005459099,868,22,92,77,37,154,51,124,156,97,0,40,18,868,92,776,0,0,0,0,0,3.23,19042,269,0,20,0,70,87,52,7,0,33,0,1198,96
1.70E+11,15000US170318368002,Block Group 2,"Block Group 2, Census Tract 8368, Cook County, Illinois",il,150,0,ACSSF,13187,17,31,836800,2,1529,0.09367843,0.09367843,0,1529,287,160,137,61,75,277,130,121,175,35,67,4,1529,94,1435,0,0,0,0,0,2.48,9490,602,185,51,52,127,69,50,55,0,13,0,528,72
1.70E+11,15000US170318369001,Block Group 1,"Block Group 1, Census Tract 8369, Cook County, Illinois",il,150,0,ACSSF,13188,17,31,836900,1,474,0.03185304,0.03185304,0,474,0,17,53,61,56,87,96,38,50,16,0,0,474,17,436,0,12,0,0,9,2.31,31181,205,25,0,0,93,14,33,5,0,35,1982,794,46
1.70E+11,15000US170318369002,Block Group 2,"Block Group 2, Census Tract 8369, Cook County, Illinois",il,150,0,ACSSF,13189,17,31,836900,2,689,0.03174262,0.03174262,0,689,70,83,56,47,32,125,66,129,45,21,0,15,689,156,517,0,0,0,0,16,2.33,27125,296,15,0,24,98,52,77,15,9,6,1951,771,46
1.70E+11,15000US170318370001,Block Group 1,"Block Group 1, Census Tract 8370, Cook County, Illinois",il,150,0,ACSSF,13190,17,31,837000,1,663,0.09545488,0.09545488,0,663,20,63,68,43,10,57,108,88,137,52,16,1,663,50,566,0,0,0,9,38,1.68,12132,390,151,0,72,56,58,42,11,0,0,1969,445,83
1.70E+11,15000US170318370002,Block Group 2,"Block Group 2, Census Tract 8370, Cook County, Illinois",il,150,0,ACSSF,13191,17,31,837000,2,1141,0.06382887,0.06382887,0,1141,91,120,103,83,96,214,113,214,56,40,5,6,1141,129,960,0,0,0,22,30,3.75,41667,304,3,0,48,37,38,66,39,55,18,0,1382,85
1.70E+11,15000US170318371001,Block Group 1,"Block Group 1, Census Tract 8371, Cook County, Illinois",il,150,0,ACSSF,13192,17,31,837100,1,453,0.09444098,0.09444098,0,453,20,0,12,11,17,95,50,8,43,121,70,6,453,61,330,16,18,0,24,4,1.67,18636,272,0,46,108,40,11,18,39,6,4,0,,75
1.70E+11,15000US170318371002,Block Group 2,"Block Group 2, Census Tract 8371, Cook County, Illinois",il,150,0,ACSSF,13193,17,31,837100,2,866,0.1933206,0.1933206,0,866,31,12,35,19,133,119,116,133,69,43,145,11,866,147,681,0,0,0,26,12,1.91,25833,418,108,4,15,84,86,34,64,0,23,0,1103,94
1.70E+11,15000US170318373001,Block Group 1,"Block Group 1, Census Tract 8373, Cook County, Illinois",il,150,0,ACSSF,13194,17,31,837300,1,1498,0.07942546,0.07942546,0,1498,182,256,224,54,52,280,171,74,98,62,37,8,1498,25,1407,0,32,0,34,0,3.31,36167,452,0,0,16,122,154,69,34,57,0,1953,1245,116
1.70E+11,15000US170318373002,Block Group 2,"Block Group 2, Census Tract 8373, Cook County, Illinois",il,150,0,ACSSF,13195,17,31,837300,2,1264,0.06285203,0.06285203,0,1264,80,95,105,39,113,290,109,204,95,68,58,8,1264,112,1129,0,8,0,0,15,2.79,25417,333,0,0,0,39,147,79,44,24,0,1947,1014,119
1.70E+11,15000US170318374001,Block Group 1,"Block Group 1, Census Tract 8374, Cook County, Illinois",il,150,0,ACSSF,13196,17,31,837400,1,918,0.07013237,0.07013237,0,918,49,56,89,25,37,128,191,86,144,63,28,22,918,53,833,0,0,0,0,32,2.73,42679,336,48,12,7,55,68,66,39,0,41,0,913,96
1.70E+11,15000US170318374002,Block Group 2,"Block Group 2, Census Tract 8374, Cook County, Illinois",il,150,0,ACSSF,13197,17,31,837400,2,1341,0.1582274,0.1582274,0,1341,51,33,130,36,181,210,220,132,233,106,9,0,1341,170,1145,0,8,0,0,18,2.52,38684,394,0,0,37,104,125,96,18,14,0,0,932,39
1.70E+11,15000US170318378001,Block Group 1,"Block Group 1, Census Tract 8378, Cook County, Illinois",il,150,0,ACSSF,13198,17,31,837800,1,1393,0.258939,0.258939,0,1393,105,95,58,68,108,407,210,135,113,77,17,0,1393,463,795,9,95,0,0,31,2.25,73906,540,25,36,78,138,116,53,19,49,26,1992,1449,155
1.70E+11,15000US170318378002,Block Group 2,"Block Group 2, Census Tract 8378, Cook County, Illinois",il,150,0,ACSSF,13199,17,31,837800,2,1234,0.1292863,0.1292863,0,1234,127,32,65,112,182,242,167,150,104,42,11,0,1234,134,1007,0,59,0,0,34,3.27,32094,351,17,9,68,63,96,36,30,9,23,1995,677,25
1.70E+11,15000US170318380001,Block Group 1,"Block Group 1, Census Tract 8380, Cook County, Illinois",il,150,0,ACSSF,13200,17,31,838000,1,1149,0.08777724,0.08777724,0,1149,95,46,100,57,209,251,176,109,96,10,0,0,1149,292,624,0,0,52,96,85,2.8,81538,410,0,0,101,70,98,92,0,5,44,1997,1188,237
1.70E+11,15000US170318380002,Block Group 2,"Block Group 2, Census Tract 8380, Cook County, Illinois",il,150,0,ACSSF,13201,17,31,838000,2,1440,0.119882,0.119882,0,1440,208,49,41,11,135,246,28,135,252,216,111,8,1440,231,1109,0,35,0,12,53,1.82,15068,793,50,166,341,142,72,0,3,11,8,1979,441,106
1.70E+11,15000US170318381001,Block Group 1,"Block Group 1, Census Tract 8381, Cook County, Illinois",il,150,0,ACSSF,13202,17,31,838100,1,1042,0.03824303,0.03824303,0,1042,23,0,9,0,12,200,206,119,189,176,93,15,1042,414,527,0,92,0,0,9,1.36,12743,769,165,139,257,106,75,27,0,0,0,1954,369,143
1.70E+11,15000US170318381002,Block Group 2,"Block Group 2, Census Tract 8381, Cook County, Illinois",il,150,0,ACSSF,13203,17,31,838100,2,361,0.2035426,0.2035426,0,361,27,23,22,0,85,35,13,84,44,20,8,0,361,39,257,0,12,0,53,0,1.92,25469,177,64,0,28,8,69,0,8,0,0,0,563,8
1.70E+11,15000US170318381003,Block Group 3,"Block Group 3, Census Tract 8381, Cook County, Illinois",il,150,0,ACSSF,13204,17,31,838100,3,211,0.07563394,0.07563394,0,211,0,0,0,0,32,80,21,49,0,29,0,0,211,59,51,0,101,0,0,0,1.6,39625,132,29,10,40,21,32,0,0,0,0,1965,1056,0
1.70E+11,15000US170318382001,Block Group 1,"Block Group 1, Census Tract 8382, Cook County, Illinois",il,150,0,ACSSF,13205,17,31,838200,1,1308,0.1500625,0.1500625,0,1308,15,66,35,6,449,271,124,154,91,44,36,17,1308,783,193,0,223,0,56,53,2.38,62857,336,6,19,40,44,63,60,48,13,43,0,1078,197
1.70E+11,15000US170318382002,Block Group 2,"Block Group 2, Census Tract 8382, Cook County, Illinois",il,150,0,ACSSF,13206,17,31,838200,2,750,0.2968755,0.2968755,0,750,0,0,26,242,326,85,18,0,24,7,9,13,750,377,241,0,77,2,12,41,3.18,,65,0,5,6,26,7,13,8,0,0,1948,1388,8
1.70E+11,15000US170318383001,Block Group 1,"Block Group 1, Census Tract 8383, Cook County, Illinois",il,150,0,ACSSF,13207,17,31,838300,1,1011,0.08292625,0.08292625,0,1011,159,45,15,27,61,304,204,72,47,50,27,0,1011,389,371,0,179,0,7,65,2.21,93393,457,0,56,159,121,42,55,12,7,5,2006,1060,213
1.70E+11,15000US170318383002,Block Group 2,"Block Group 2, Census Tract 8383, Cook County, Illinois",il,150,0,ACSSF,13208,17,31,838300,2,699,0.05148866,0.05148866,0,699,1,11,26,0,107,279,57,38,115,31,23,11,699,426,119,0,121,8,6,19,1.76,103750,319,31,94,127,37,26,0,4,0,0,1980,1842,4
1.70E+11,15000US170318386001,Block Group 1,"Block Group 1, Census Tract 8386, Cook County, Illinois",il,150,0,ACSSF,13209,17,31,838600,1,906,0.0474952,0.0474952,0,906,146,106,30,26,120,115,55,85,71,19,101,32,906,0,806,0,0,0,14,86,2.29,17102,396,10,35,84,155,75,16,5,16,0,1975,436,35
1.70E+11,15000US170318386002,Block Group 2,"Block Group 2, Census Tract 8386, Cook County, Illinois",il,150,0,ACSSF,13210,17,31,838600,2,822,0.04758323,0.04758323,0,822,42,84,31,68,153,141,103,101,73,4,22,0,822,46,732,0,0,0,40,4,3.04,15625,221,0,15,27,34,97,27,9,12,0,0,1109,19
1.70E+11,15000US170318387001,Block Group 1,"Block Group 1, Census Tract 8387, Cook County, Illinois",il,150,0,ACSSF,13211,17,31,838700,1,1595,0.09867498,0.09867498,0,1595,99,254,136,73,159,335,101,158,207,24,49,0,1595,41,1554,0,0,0,0,0,2.86,31434,557,0,0,0,212,212,109,24,0,0,1943,1103,90
1.70E+11,15000US170318387002,Block Group 2,"Block Group 2, Census Tract 8387, Cook County, Illinois",il,150,0,ACSSF,13212,17,31,838700,2,1262,0.06324701,0.06324701,0,1262,68,101,106,57,216,254,136,160,28,109,27,0,1262,98,1144,0,0,0,20,0,2.8,26158,451,0,0,0,190,179,37,18,27,0,1940,1057,110
1.70E+11,15000US170318387003,Block Group 3,"Block Group 3, Census Tract 8387, Cook County, Illinois",il,150,0,ACSSF,13213,17,31,838700,3,584,0.04754887,0.04754887,0,584,24,60,10,0,68,87,25,86,96,50,33,45,584,80,504,0,0,0,0,0,2.57,33191,225,0,17,16,21,130,28,0,0,13,0,1281,45
1.70E+11,15000US170318387004,Block Group 4,"Block Group 4, Census Tract 8387, Cook County, Illinois",il,150,0,ACSSF,13214,17,31,838700,4,493,0.04461681,0.04461681,0,493,19,30,21,12,89,12,57,68,53,96,18,18,493,0,481,0,0,0,0,12,2.01,,245,29,0,71,58,30,44,0,0,13,1957,700,31
1.70E+11,15000US170318388001,Block Group 1,"Block Group 1, Census Tract 8388, Cook County, Illinois",il,150,0,ACSSF,13215,17,31,838800,1,820,0.04699751,0.04699751,0,820,24,70,126,28,48,132,135,96,49,82,20,10,820,605,191,0,0,0,24,0,3.69,45357,222,0,0,0,43,75,46,20,29,9,0,831,113
1.70E+11,15000US170318388002,Block Group 2,"Block Group 2, Census Tract 8388, Cook County, Illinois",il,150,0,ACSSF,13216,17,31,838800,2,2480,8.308416,6.840076,1.46834,2480,147,265,295,157,248,403,278,152,141,155,188,51,2480,784,1568,0,0,0,119,9,2.74,25244,906,0,5,38,257,212,227,97,27,43,1941,416,310
1.70E+11,15000US170318390001,Block Group 1,"Block Group 1, Census Tract 8390, Cook County, Illinois",il,150,0,ACSSF,13217,17,31,839000,1,2612,0.05119985,0.05119985,0,2612,80,53,51,0,328,1011,466,371,180,72,0,0,2612,1933,280,0,60,0,71,268,1.87,133341,1395,295,131,306,322,234,0,76,31,0,1986,1957,478
1.70E+11,15000US170318390002,Block Group 2,"Block Group 2, Census Tract 8390, Cook County, Illinois",il,150,0,ACSSF,13218,17,31,839000,2,3293,0.1018989,0.1018989,0,3293,0,32,210,0,518,1572,481,229,108,86,37,20,3293,2419,514,0,262,0,0,98,1.73,105380,1905,306,545,485,293,213,31,0,32,0,2007,2314,256
1.70E+11,15000US170318390003,Block Group 3,"Block Group 3, Census Tract 8390, Cook County, Illinois",il,150,0,ACSSF,13219,17,31,839000,3,1672,0.02923913,0.02923913,0,1672,0,124,0,0,24,440,222,28,314,276,177,67,1672,936,142,0,594,0,0,0,1.7,84281,981,47,84,391,133,63,96,21,125,21,1981,,427
1.70E+11,15000US170318390004,Block Group 4,"Block Group 4, Census Tract 8390, Cook County, Illinois",il,150,0,ACSSF,13220,17,31,839000,4,1632,0.01706765,0.01706765,0,1632,96,0,0,0,549,468,239,38,199,43,0,0,1632,1255,138,31,137,0,8,63,1.79,108190,756,58,246,247,107,28,39,31,0,0,0,,459
1.70E+11,15000US170318391001,Block Group 1,"Block Group 1, Census Tract 8391, Cook County, Illinois",il,150,0,ACSSF,13221,17,31,839100,1,4800,0.3248687,0.3248687,0,4800,67,45,46,68,1391,1940,488,350,334,71,0,0,4800,2956,424,0,1175,0,39,206,1.56,103558,2539,516,631,909,253,65,134,31,0,0,1987,2088,530
1.70E+11,15000US170318391002,Block Group 2,"Block Group 2, Census Tract 8391, Cook County, Illinois",il,150,0,ACSSF,13222,17,31,839100,2,2745,0.133072,0.133072,0,2745,21,0,0,0,278,1213,528,393,111,177,24,0,2745,1524,357,40,640,0,131,53,1.71,97837,1241,91,230,444,227,191,0,15,21,22,2003,1890,582
1.70E+11,15000US170318392001,Block Group 1,"Block Group 1, Census Tract 8392, Cook County, Illinois",il,150,0,ACSSF,13223,17,31,839200,1,122,0.1034399,0.1034399,0,122,0,0,0,0,0,20,20,72,10,0,0,0,122,0,111,0,0,0,0,11,1.33,25991,92,0,0,69,0,12,11,0,0,0,1968,968,0
1.70E+11,15000US170318392002,Block Group 2,"Block Group 2, Census Tract 8392, Cook County, Illinois",il,150,0,ACSSF,13224,17,31,839200,2,1258,0.126096,0.126096,0,1258,74,18,52,20,53,164,246,207,190,148,72,14,1258,274,625,0,205,0,60,94,1.89,46688,663,57,184,100,114,71,58,35,21,23,1968,820,426
1.70E+11,15000US170318392003,Block Group 3,"Block Group 3, Census Tract 8392, Cook County, Illinois",il,150,0,ACSSF,13225,17,31,839200,3,1025,0.0217723,0.0217723,0,1025,13,0,0,0,120,260,63,132,100,190,75,72,1025,106,656,0,253,0,0,10,1.53,31078,670,146,119,131,115,112,33,0,0,14,1967,743,135
1.70E+11,15000US170318395001,Block Group 1,"Block Group 1, Census Tract 8395, Cook County, Illinois",il,150,0,ACSSF,13226,17,31,839500,1,1461,0.1013603,0.1013603,0,1461,38,15,30,12,203,241,81,173,222,260,164,22,1461,284,1000,0,79,0,49,49,1.81,19950,724,23,146,159,52,117,63,19,32,113,1970,274,292
1.70E+11,15000US170318396001,Block Group 1,"Block Group 1, Census Tract 8396, Cook County, Illinois",il,150,0,ACSSF,13227,17,31,839600,1,767,0.03716426,0.03716426,0,767,67,0,60,20,0,53,132,55,53,135,139,53,767,42,705,0,0,0,20,0,1.57,28125,489,93,79,35,88,75,74,19,19,7,1977,915,113
1.70E+11,15000US170318396002,Block Group 2,"Block Group 2, Census Tract 8396, Cook County, Illinois",il,150,0,ACSSF,13228,17,31,839600,2,886,0.08905176,0.08905176,0,886,13,14,48,17,239,89,122,139,139,8,58,0,886,85,761,0,0,0,35,5,3.01,76731,284,0,10,28,46,76,5,11,13,95,0,1299,201
1.70E+11,15000US170318397001,Block Group 1,"Block Group 1, Census Tract 8397, Cook County, Illinois",il,150,0,ACSSF,13229,17,31,839700,1,2083,0.1083762,0.1083762,0,2083,149,198,121,68,242,296,298,240,179,230,26,36,2083,1303,0,0,596,0,78,106,3.55,76143,586,14,0,9,209,77,45,82,73,77,0,909,329
1.70E+11,15000US170318397002,Block Group 2,"Block Group 2, Census Tract 8397, Cook County, Illinois",il,150,0,ACSSF,13230,17,31,839700,2,1446,0.06696479,0.06696479,0,1446,56,60,65,35,131,248,218,230,268,78,57,0,1446,918,13,22,342,0,139,12,2.41,55813,599,14,13,70,196,164,101,13,0,28,0,954,235
1.70E+11,15000US170318397003,Block Group 3,"Block Group 3, Census Tract 8397, Cook County, Illinois",il,150,0,ACSSF,13231,17,31,839700,3,1384,0.07509842,0.07509842,0,1384,45,41,93,9,102,399,192,118,126,132,48,79,1384,691,0,19,442,0,143,89,2.04,48438,677,0,68,10,264,150,116,25,20,24,0,1001,298
1.70E+11,15000US170318398001,Block Group 1,"Block Group 1, Census Tract 8398, Cook County, Illinois",il,150,0,ACSSF,13232,17,31,839800,1,565,0.03161521,0.03161521,0,565,10,0,9,9,132,142,94,53,32,75,0,9,565,364,54,0,139,0,8,0,2.32,60313,244,0,32,10,62,62,34,22,0,22,1960,1299,52
1.70E+11,15000US170318398002,Block Group 2,"Block Group 2, Census Tract 8398, Cook County, Illinois",il,150,0,ACSSF,13233,17,31,839800,2,1146,0.03949439,0.03949439,0,1146,30,42,66,37,45,290,92,112,273,51,85,23,1146,552,1,0,526,0,55,12,2.24,55000,506,9,0,63,175,145,68,23,0,23,0,999,204
1.70E+11,15000US170318398003,Block Group 3,"Block Group 3, Census Tract 8398, Cook County, Illinois",il,150,0,ACSSF,13234,17,31,839800,3,1027,0.03166038,0.03166038,0,1027,84,21,92,56,23,237,155,82,115,122,8,32,1027,848,24,0,72,0,74,9,2.51,63958,409,7,21,8,126,63,125,18,0,41,0,1100,192
1.70E+11,15000US170318399001,Block Group 1,"Block Group 1, Census Tract 8399, Cook County, Illinois",il,150,0,ACSSF,13235,17,31,839900,1,920,0.03962489,0.03962489,0,920,13,31,53,51,106,254,69,157,103,74,9,0,920,676,0,0,11,0,226,7,2.55,35208,361,0,0,75,64,28,98,9,52,35,0,845,159
1.70E+11,15000US170318399002,Block Group 2,"Block Group 2, Census Tract 8399, Cook County, Illinois",il,150,0,ACSSF,13236,17,31,839900,2,1524,0.2972292,0.2972292,0,1524,194,85,35,0,37,439,322,127,151,111,23,0,1524,728,218,27,342,0,116,93,2.31,71705,661,10,34,96,191,101,85,78,32,34,0,984,420
1.70E+11,15000US170318399003,Block Group 3,"Block Group 3, Census Tract 8399, Cook County, Illinois",il,150,0,ACSSF,13237,17,31,839900,3,964,0.03960636,0.03960636,0,964,9,66,49,54,33,196,110,158,195,74,20,0,964,541,0,0,237,0,127,59,2.78,69557,347,0,0,85,35,91,59,47,10,20,0,877,230
1.70E+11,15000US170318399004,Block Group 4,"Block Group 4, Census Tract 8399, Cook County, Illinois",il,150,0,ACSSF,13238,17,31,839900,4,513,0.03955346,0.03955346,0,513,16,14,0,0,41,156,63,59,98,0,66,0,513,497,0,0,16,0,0,0,2.1,,244,48,7,0,21,46,62,60,0,0,0,806,118
1.70E+11,15000US170318399005,Block Group 5,"Block Group 5, Census Tract 8399, Cook County, Illinois",il,150,0,ACSSF,13239,17,31,839900,5,531,0.03941331,0.03941331,0,531,64,61,22,0,9,119,69,77,24,31,46,9,531,282,0,0,249,0,0,0,2.59,65221,205,0,0,15,85,37,36,0,17,15,1980,1208,87
1.70E+11,15000US170318400001,Block Group 1,"Block Group 1, Census Tract 8400, Cook County, Illinois",il,150,0,ACSSF,13240,17,31,840000,1,2004,0.1265797,0.1265797,0,2004,91,102,175,63,226,323,291,294,332,80,20,7,2004,810,31,129,920,0,114,0,2.78,82841,721,14,9,46,162,203,112,132,37,6,0,916,419
1.70E+11,15000US170318400002,Block Group 2,"Block Group 2, Census Tract 8400, Cook County, Illinois",il,150,0,ACSSF,13241,17,31,840000,2,790,0.1018491,0.1018491,0,790,99,60,75,14,59,112,157,57,76,75,6,0,790,374,0,0,263,0,145,8,3.1,108068,255,0,0,16,35,68,49,35,30,22,1995,1404,182
1.70E+11,15000US170318401001,Block Group 1,"Block Group 1, Census Tract 8401, Cook County, Illinois",il,150,0,ACSSF,13242,17,31,840100,1,1207,0.04222761,0.04222761,0,1207,61,35,48,0,46,349,158,219,142,68,37,44,1207,184,58,0,818,0,35,112,3.03,55297,396,0,8,58,102,130,19,38,7,34,0,977,152
1.70E+11,15000US170318401002,Block Group 2,"Block Group 2, Census Tract 8401, Cook County, Illinois",il,150,0,ACSSF,13243,17,31,840100,2,2301,0.08742782,0.08742782,0,2301,62,92,244,127,172,233,410,517,176,112,77,79,2301,824,0,0,1459,0,18,0,3.19,46250,722,0,25,93,120,217,113,34,51,69,0,944,287
1.70E+11,15000US170318402001,Block Group 1,"Block Group 1, Census Tract 8402, Cook County, Illinois",il,150,0,ACSSF,13244,17,31,840200,1,2419,0.3208845,0.3208845,0,2419,78,96,211,69,185,398,380,304,320,259,66,53,2419,728,51,0,1398,0,219,23,2.9,61806,831,0,16,102,166,147,209,72,72,47,1952,1030,530
1.70E+11,15000US170318403001,Block Group 1,"Block Group 1, Census Tract 8403, Cook County, Illinois",il,150,0,ACSSF,13245,17,31,840300,1,775,0.1128353,0.1128353,0,775,97,43,59,26,98,42,192,133,35,21,29,0,775,318,111,0,147,0,199,0,2.55,42417,304,0,0,14,123,14,82,48,14,9,1944,893,176
1.70E+11,15000US170318403002,Block Group 2,"Block Group 2, Census Tract 8403, Cook County, Illinois",il,150,0,ACSSF,13246,17,31,840300,2,710,0.1204527,0.1204527,0,710,72,49,89,35,24,112,81,94,76,42,26,10,710,552,0,0,153,0,5,0,3,44934,237,0,0,0,0,92,67,30,21,27,0,1076,152
1.70E+11,15000US170318403003,Block Group 3,"Block Group 3, Census Tract 8403, Cook County, Illinois",il,150,0,ACSSF,13247,17,31,840300,3,2026,0.08764944,0.08764944,0,2026,60,36,108,119,202,391,233,337,329,136,75,0,2026,812,0,0,323,0,883,8,3.05,57963,664,0,0,10,130,135,195,17,78,99,0,879,472
1.70E+11,15000US170318404001,Block Group 1,"Block Group 1, Census Tract 8404, Cook County, Illinois",il,150,0,ACSSF,13248,17,31,840400,1,1652,0.2885797,0.2885797,0,1652,165,178,13,40,57,333,212,258,264,80,52,0,1652,714,0,0,849,0,77,12,2.88,52841,573,57,0,44,128,215,91,17,11,10,0,775,355
1.70E+11,15000US170318404002,Block Group 2,"Block Group 2, Census Tract 8404, Cook County, Illinois",il,150,0,ACSSF,13249,17,31,840400,2,1454,0.09081934,0.09081934,0,1454,12,45,106,25,66,183,229,220,267,171,78,52,1454,744,1,0,558,0,114,37,2.51,36583,574,0,0,78,131,129,111,25,40,60,0,940,420
1.70E+11,15000US170318407001,Block Group 1,"Block Group 1, Census Tract 8407, Cook County, Illinois",il,150,0,ACSSF,13250,17,31,840700,1,1113,0.04742995,0.04742995,0,1113,152,124,56,0,94,137,83,218,229,0,20,0,1113,374,197,0,0,0,542,0,3.26,45883,341,0,0,29,31,102,132,47,0,0,0,1125,175
1.70E+11,15000US170318407002,Block Group 2,"Block Group 2, Census Tract 8407, Cook County, Illinois",il,150,0,ACSSF,13251,17,31,840700,2,552,0.05195931,0.05195931,0,552,48,33,68,27,62,66,57,45,50,77,19,0,552,135,18,28,0,0,342,29,3.49,,158,0,0,0,62,41,36,9,0,10,0,924,70
1.70E+11,15000US170318407003,Block Group 3,"Block Group 3, Census Tract 8407, Cook County, Illinois",il,150,0,ACSSF,13252,17,31,840700,3,1927,0.1096951,0.1096951,0,1927,89,122,313,113,141,414,214,228,128,140,25,0,1927,833,71,0,29,0,819,175,3.19,40144,586,11,0,66,250,162,13,26,12,46,0,1001,175
1.70E+11,15000US170318408001,Block Group 1,"Block Group 1, Census Tract 8408, Cook County, Illinois",il,150,0,ACSSF,13253,17,31,840800,1,1435,0.06336863,0.06336863,0,1435,115,141,71,24,174,164,235,239,237,15,20,0,1435,756,69,0,0,0,610,0,3.09,40595,464,23,0,35,198,124,62,22,0,0,0,834,124
1.70E+11,15000US170318408002,Block Group 2,"Block Group 2, Census Tract 8408, Cook County, Illinois",il,150,0,ACSSF,13254,17,31,840800,2,1716,0.0635362,0.0635362,0,1716,107,95,258,205,259,159,341,151,71,51,8,11,1716,912,0,0,0,0,804,0,4.59,34375,374,0,0,51,67,163,42,8,23,20,0,948,168
1.70E+11,15000US170318410001,Block Group 1,"Block Group 1, Census Tract 8410, Cook County, Illinois",il,150,0,ACSSF,13255,17,31,841000,1,1043,0.5224534,0.407949,0.1145044,1043,50,16,38,7,20,309,167,120,173,79,53,11,1043,382,414,0,216,0,0,31,1.75,98320,595,24,68,187,159,45,73,33,6,0,2004,2012,323
1.70E+11,15000US170318411001,Block Group 1,"Block Group 1, Census Tract 8411, Cook County, Illinois",il,150,0,ACSSF,13256,17,31,841100,1,1321,0.1292268,0.1292268,0,1321,46,23,70,14,16,292,57,155,262,37,142,207,1321,22,42,0,1199,0,0,58,2.37,,557,82,37,185,36,136,62,19,0,0,1997,,217
1.70E+11,15000US170318411002,Block Group 2,"Block Group 2, Census Tract 8411, Cook County, Illinois",il,150,0,ACSSF,13257,17,31,841100,2,1863,0.07245825,0.07245825,0,1863,51,82,118,92,225,148,227,384,323,184,9,20,1863,198,0,0,1665,0,0,0,2.7,25948,690,0,0,51,283,128,174,0,33,21,1992,853,172
1.70E+11,15000US170318411003,Block Group 3,"Block Group 3, Census Tract 8411, Cook County, Illinois",il,150,0,ACSSF,13258,17,31,841100,3,2480,0.1666043,0.1666043,0,2480,109,81,151,48,103,442,263,500,247,374,162,0,2480,524,0,0,1873,0,83,0,2.93,51750,847,21,0,130,234,213,118,56,50,25,1981,1377,631
1.70E+11,15000US170318411004,Block Group 4,"Block Group 4, Census Tract 8411, Cook County, Illinois",il,150,0,ACSSF,13259,17,31,841100,4,1478,0.0731208,0.0731208,0,1478,61,11,59,88,73,160,265,115,117,257,55,217,1478,25,2,1,1429,0,0,21,2.33,,632,28,199,136,205,0,53,0,0,11,1966,,79
1.70E+11,15000US170318412001,Block Group 1,"Block Group 1, Census Tract 8412, Cook County, Illinois",il,150,0,ACSSF,13260,17,31,841200,1,1110,0.04169633,0.04169633,0,1110,36,33,77,35,202,246,158,218,64,0,41,0,1110,547,0,33,27,0,427,76,2.38,43917,467,0,33,71,88,72,138,65,0,0,0,941,86
1.70E+11,15000US170318412002,Block Group 2,"Block Group 2, Census Tract 8412, Cook County, Illinois",il,150,0,ACSSF,13261,17,31,841200,2,1566,0.1533571,0.1533571,0,1566,124,181,180,72,96,358,223,199,107,26,0,0,1566,752,46,19,32,0,594,123,3.28,54286,478,0,0,85,63,140,118,61,11,0,0,1056,78
1.70E+11,15000US170318412003,Block Group 3,"Block Group 3, Census Tract 8412, Cook County, Illinois",il,150,0,ACSSF,13262,17,31,841200,3,1910,0.04641682,0.04641682,0,1910,82,75,184,65,229,560,178,198,181,111,23,24,1910,968,223,0,94,0,599,26,2.76,41494,691,0,0,23,254,258,80,21,27,28,0,987,194
1.70E+11,15000US170318413001,Block Group 1,"Block Group 1, Census Tract 8413, Cook County, Illinois",il,150,0,ACSSF,13263,17,31,841300,1,955,0.03949903,0.03949903,0,955,127,44,74,12,72,186,222,50,92,64,0,12,955,501,47,0,0,0,389,18,3.06,54766,312,11,0,11,99,67,35,42,26,21,0,900,124
1.70E+11,15000US170318413002,Block Group 2,"Block Group 2, Census Tract 8413, Cook County, Illinois",il,150,0,ACSSF,13264,17,31,841300,2,1454,0.1905213,0.1824406,0.008080732,1454,41,54,98,8,158,299,240,221,195,46,54,40,1454,619,57,0,30,0,650,98,2.37,43467,613,0,33,23,250,128,121,39,0,19,0,893,188
