,GEOID,avg_reading_all,max_reading_all,sample_cnt,hh_size,med_income,occ_units,med_rent,oo_hsng_un,perc_white,perc_non_w,perc_black,perc_owner,tot_pop,"('PIN', 'count')","('Prior Tax Year Market Value Estimate (Land)', 'mean')","('Prior Tax Year Market Value Estimate (Land)', 'median')","('Prior Tax Year Market Value Estimate (Building)', 'mean')","('Prior Tax Year Market Value Estimate (Building)', 'median')","('Land Square Feet', 'mean')","('Land Square Feet', 'median')","('Building Square Feet', 'mean')","('Building Square Feet', 'median')","('Age', 'mean')","('Age', 'median')",Property Class_200.0,Property Class_201.0,Property Class_202.0,Property Class_203.0,Property Class_204.0,Property Class_205.0,Property Class_206.0,Property Class_207.0,Property Class_208.0,Property Class_209.0,Property Class_210.0,Property Class_211.0,Property Class_212.0,Property Class_234.0,Property Class_241.0,Property Class_278.0,Property Class_295.0,Property Class_299.0,Wall Material_1.0,Wall Material_2.0,Wall Material_3.0,Wall Material_4.0,Wall Material_nan,Roof Material_1.0,Roof Material_2.0,Roof Material_3.0,Roof Material_4.0,Roof Material_5.0,Roof Material_6.0,Roof Material_nan,Repair Condition_1.0,Repair Condition_2.0,Repair Condition_3.0,Repair Condition_nan,Renovation_1.0,Renovation_2.0,Renovation_nan,threshold_high,threshold_medium
10,170310103003,2.0333333333333337,2.8714285714285714,7.0,1.44,35609.0,821.0,952.0,178.0,0.628632175761871,0.371367824238129,0.23954642097803,0.216808769792935,1411.0,296.0,21174.358108108107,12200.0,135944.3581081081,106790.0,27422.22972972973,40372.0,1942.764705882353,1400.0,72.04391891891892,74.0,0.0,0.0033783783783783,0.0,0.0,0.0,0.0168918918918918,0.0236486486486486,0.0,0.0,0.0,0.0202702702702702,0.0067567567567567,0.0,0.0,0.0135135135135135,0.0,0.0472972972972973,0.8682432432432432,0.0067567567567567,0.0878378378378378,0.0,0.0202702702702702,0.8851351351351351,0.0945945945945946,0.0101351351351351,0.0033783783783783,0.0,0.0067567567567567,0.0,0.8851351351351351,0.0,0.1148648648648648,0.0,0.8851351351351351,0.0,0.0,1.0,0,0
11,170310103004,2.3,3.7333333333333334,15.0,2.04,39004.0,783.0,1072.0,291.0,0.726991970352069,0.273008029647931,0.138357010500309,0.371647509578544,1619.0,313.0,27782.140575079877,13360.0,181857.44408945687,141300.0,11298.415335463258,9000.0,3006.64406779661,2675.0,83.61022364217253,95.0,0.0,0.0031948881789137,0.0,0.0031948881789137,0.0095846645367412,0.047923322683706,0.0798722044728434,0.0,0.0,0.0,0.0,0.0447284345047923,0.0031948881789137,0.0,0.0,0.0,0.0,0.8083067092651757,0.0223642172523961,0.0958466453674121,0.0191693290734824,0.0511182108626198,0.8115015974440895,0.1246006389776357,0.0383386581469648,0.0127795527156549,0.0,0.0127795527156549,0.0,0.8115015974440895,0.0,0.1853035143769968,0.0031948881789137,0.8115015974440895,0.0063897763578274,0.0,0.9936102236421726,0,0
12,170310104001,1.1541666666666668,1.375,8.0,1.66,36794.0,805.0,973.0,129.0,0.690922730682671,0.309077269317329,0.239309827456864,0.160248447204969,1333.0,321.0,25605.85669781932,15590.0,192611.0280373832,197410.0,12784.96261682243,9051.0,3316.0,2253.0,86.58566978193146,102.0,0.0,0.0,0.0,0.0,0.0,0.0124610591900311,0.0093457943925233,0.0,0.0,0.0,0.0,0.02803738317757,0.0,0.0,0.0,0.0,0.0467289719626168,0.9034267912772586,0.0031152647975077,0.0747663551401869,0.0062305295950155,0.0124610591900311,0.9034267912772586,0.0623052959501557,0.0311526479750778,0.0,0.0,0.0,0.0031152647975077,0.9034267912772586,0.0062305295950155,0.0903426791277258,0.0,0.9034267912772586,0.0,0.0,1.0,0,0
13,170310104002,1.5814814814814815,2.7444444444444445,9.0,2.08,41875.0,494.0,1068.0,170.0,0.55862726406101,0.44137273593899,0.347950428979981,0.34412955465587,1049.0,199.0,18114.422110552765,9460.0,129529.94974874372,106980.0,16767.748743718592,16939.0,2401.333333333333,1396.0,88.43718592964824,96.0,0.0,0.0,0.0,0.0,0.0,0.0050251256281407,0.0100502512562814,0.0,0.0,0.0,0.0,0.0100502512562814,0.0,0.0,0.0,0.0,0.0653266331658291,0.9095477386934674,0.0,0.0753768844221105,0.0100502512562814,0.0050251256281407,0.9095477386934674,0.0753768844221105,0.0150753768844221,0.0,0.0,0.0,0.0,0.9095477386934674,0.0,0.0904522613065326,0.0,0.9095477386934674,0.0,0.0,1.0,0,0
14,170310104003,3.6833333333333336,5.725,4.0,1.83,39620.0,689.0,1048.0,123.0,0.77145884846344,0.22854115153656,0.15083009537266,0.178519593613933,2831.0,190.0,59601.31578947369,31000.0,257799.0,188180.0,9449.21052631579,7088.5,4639.678571428572,3586.5,73.34736842105264,68.0,0.0,0.0,0.0,0.0,0.0052631578947368,0.0105263157894736,0.0894736842105263,0.0,0.0,0.0105263157894736,0.0,0.131578947368421,0.0052631578947368,0.0105263157894736,0.0052631578947368,0.0052631578947368,0.0263157894736842,0.7,0.0052631578947368,0.2421052631578947,0.031578947368421,0.0157894736842105,0.7052631578947368,0.1157894736842105,0.1421052631578947,0.0105263157894736,0.0,0.0263157894736842,0.0,0.7052631578947368,0.0578947368421052,0.2368421052631578,0.0,0.7052631578947368,0.0052631578947368,0.0,0.9947368421052633,0,1
15,170310105011,2.9095238095238094,4.3428571428571425,7.0,1.81,43516.0,509.0,973.0,91.0,0.501604278074866,0.498395721925134,0.20855614973262,0.178781925343811,935.0,125.0,17512.56,9910.0,145449.44,108830.0,17661.6,22490.0,2349.0,1822.0,73.448,69.0,0.0,0.0,0.0,0.0,0.0,0.056,0.008,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.912,0.04,0.032,0.0,0.016,0.912,0.056,0.024,0.008,0.0,0.0,0.0,0.912,0.0,0.088,0.0,0.912,0.0,0.0,1.0,0,0
16,170310105012,1.1696969696969697,1.3636363636363635,11.0,1.83,47615.0,1086.0,1069.0,91.0,0.354354354354354,0.645645645645646,0.540540540540541,0.083793738489871,1998.0,394.0,8307.918781725888,6190.0,106525.8883248731,88270.0,15727.040609137057,17361.0,5230.666666666667,6078.0,83.21065989847716,96.0,0.0,0.0,0.0,0.0025380710659898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050761421319796,0.0,0.0,0.0,0.0,0.0,0.9923857868020304,0.0,0.0076142131979695,0.0,0.0,0.9923857868020304,0.0025380710659898,0.0050761421319796,0.0,0.0,0.0,0.0,0.9923857868020304,0.0,0.0076142131979695,0.0,0.9923857868020304,0.0,0.0,1.0,0,0
17,170310105013,1.3199999999999998,1.8400000000000003,5.0,1.5,22484.0,779.0,956.0,139.0,0.735671514114628,0.264328485885372,0.096663815226689,0.178433889602054,1169.0,214.0,16902.056074766355,9010.0,180351.7289719626,182300.0,20195.018691588783,15784.0,3652.64,2996.0,90.17289719626169,88.0,0.0,0.0,0.0,0.0,0.0,0.0046728971962616,0.0046728971962616,0.0,0.0,0.0,0.0,0.1074766355140186,0.0,0.0,0.0,0.0,0.0,0.883177570093458,0.0046728971962616,0.0981308411214953,0.0093457943925233,0.0046728971962616,0.883177570093458,0.0420560747663551,0.0747663551401869,0.0,0.0,0.0,0.0,0.883177570093458,0.0,0.1121495327102803,0.0046728971962616,0.883177570093458,0.0,0.0,1.0,0,0
18,170310105021,1.9277777777777778,2.5083333333333333,12.0,2.09,45278.0,510.0,1137.0,141.0,0.51779359430605,0.48220640569395,0.336298932384342,0.276470588235294,1124.0,340.0,23258.735294117647,16055.0,162208.91176470587,148730.0,12071.4,7550.0,3719.078431372549,3200.0,98.24117647058824,104.0,0.0,0.0,0.0,0.0,0.0,0.0088235294117647,0.0,0.0,0.0,0.0,0.0058823529411764,0.1088235294117647,0.0,0.0,0.0,0.0,0.0264705882352941,0.85,0.0029411764705882,0.1411764705882353,0.0,0.0058823529411764,0.85,0.0264705882352941,0.1235294117647058,0.0,0.0,0.0,0.0,0.85,0.0088235294117647,0.1411764705882353,0.0,0.85,0.0,0.0,1.0,0,0
19,170310105022,2.321212121212121,3.3,11.0,1.85,35795.0,1062.0,984.0,198.0,0.583206106870229,0.416793893129771,0.253435114503817,0.186440677966102,1965.0,301.0,21666.345514950168,9490.0,177532.69102990034,147530.0,8681.31561461794,7040.0,2764.288461538461,2158.0,88.10963455149502,94.0,0.0,0.0,0.0,0.0,0.0,0.0431893687707641,0.0199335548172757,0.0,0.0,0.0,0.0332225913621262,0.0498338870431893,0.0033222591362126,0.0,0.0,0.0,0.0232558139534883,0.8272425249169435,0.0365448504983388,0.1129568106312292,0.0099667774086378,0.0132890365448504,0.8272425249169435,0.0797342192691029,0.0897009966777408,0.0,0.0,0.0,0.0033222591362126,0.8272425249169435,0.0066445182724252,0.1661129568106312,0.0,0.8272425249169435,0.0,0.0,1.0,0,0
