	GEOID	hh_size	med_income	occ_units	med_rent	oo_hsng_units	perc_white	perc_non_white	perc_black	perc_owner_occ	tot_pop	('PIN', 'count')	('Prior Tax Year Market Value Estimate (Land)', 'mean')	('Prior Tax Year Market Value Estimate (Land)', 'median')	('Prior Tax Year Market Value Estimate (Building)', 'mean')	('Prior Tax Year Market Value Estimate (Building)', 'median')	('Land Square Feet', 'mean')	('Land Square Feet', 'median')	('Building Square Feet', 'mean')	('Building Square Feet', 'median')	('Age', 'mean')	('Age', 'median')	Property Class_200.0	Property Class_201.0	Property Class_202.0	Property Class_203.0	Property Class_204.0	Property Class_205.0	Property Class_206.0	Property Class_207.0	Property Class_208.0	Property Class_209.0	Property Class_210.0	Property Class_211.0	Property Class_212.0	Property Class_234.0	Property Class_241.0	Property Class_278.0	Property Class_295.0	Property Class_299.0	Wall Material_1.0	Wall Material_2.0	Wall Material_3.0	Wall Material_4.0	Wall Material_nan	Roof Material_1.0	Roof Material_2.0	Roof Material_3.0	Roof Material_4.0	Roof Material_5.0	Roof Material_6.0	Roof Material_nan	Repair Condition_1.0	Repair Condition_2.0	Repair Condition_3.0	Repair Condition_nan	Renovation_1.0	Renovation_2.0	Renovation_nan
10	170310103003	1.44	35609.0	821	952.0	178	0.628632175761871	0.371367824238129	0.23954642097802978	0.21680876979293545	1411	296	21174.358108108107	12200.0	135944.3581081081	106790.0	27422.22972972973	40372.0	1942.764705882353	1400.0	72.04391891891892	74.0	0.0	0.0033783783783783786	0.0	0.0	0.0	0.016891891891891893	0.02364864864864865	0.0	0.0	0.0	0.02027027027027027	0.006756756756756757	0.0	0.0	0.013513513513513514	0.0	0.0472972972972973	0.8682432432432432	0.006756756756756757	0.08783783783783784	0.0	0.02027027027027027	0.8851351351351351	0.0945945945945946	0.010135135135135136	0.0033783783783783786	0.0	0.006756756756756757	0.0	0.8851351351351351	0.0	0.11486486486486487	0.0	0.8851351351351351	0.0	0.0	1.0
11	170310103004	2.04	39004.0	783	1072.0	291	0.7269919703520692	0.2730080296479308	0.13835701050030882	0.3716475095785441	1619	313	27782.140575079873	13360.0	181857.44408945687	141300.0	11298.415335463258	9000.0	3006.64406779661	2675.0	83.61022364217253	95.0	0.0	0.003194888178913738	0.0	0.003194888178913738	0.009584664536741214	0.04792332268370607	0.07987220447284345	0.0	0.0	0.0	0.0	0.04472843450479233	0.003194888178913738	0.0	0.0	0.0	0.0	0.8083067092651757	0.022364217252396165	0.09584664536741214	0.019169329073482427	0.051118210862619806	0.8115015974440895	0.12460063897763578	0.038338658146964855	0.012779552715654952	0.0	0.012779552715654952	0.0	0.8115015974440895	0.0	0.1853035143769968	0.003194888178913738	0.8115015974440895	0.006389776357827476	0.0	0.9936102236421726
12	170310104001	1.66	36794.0	805	973.0	129	0.6909227306826706	0.3090772693173294	0.23930982745686422	0.16024844720496895	1333	321	25605.856697819316	15590.0	192611.0280373832	197410.0	12784.96261682243	9051.0	3316.0	2253.0	86.58566978193146	102.0	0.0	0.0	0.0	0.0	0.0	0.012461059190031152	0.009345794392523364	0.0	0.0	0.0	0.0	0.028037383177570093	0.0	0.0	0.0	0.0	0.04672897196261682	0.9034267912772586	0.003115264797507788	0.07476635514018691	0.006230529595015576	0.012461059190031152	0.9034267912772586	0.06230529595015576	0.03115264797507788	0.0	0.0	0.0	0.003115264797507788	0.9034267912772586	0.006230529595015576	0.09034267912772585	0.0	0.9034267912772586	0.0	0.0	1.0
13	170310104002	2.08	41875.0	494	1068.0	170	0.5586272640610105	0.4413727359389895	0.3479504289799809	0.3441295546558704	1049	199	18114.422110552765	9460.0	129529.94974874372	106980.0	16767.748743718592	16939.0	2401.3333333333335	1396.0	88.43718592964824	96.0	0.0	0.0	0.0	0.0	0.0	0.005025125628140704	0.010050251256281407	0.0	0.0	0.0	0.0	0.010050251256281407	0.0	0.0	0.0	0.0	0.06532663316582915	0.9095477386934674	0.0	0.07537688442211055	0.010050251256281407	0.005025125628140704	0.9095477386934674	0.07537688442211055	0.01507537688442211	0.0	0.0	0.0	0.0	0.9095477386934674	0.0	0.09045226130653267	0.0	0.9095477386934674	0.0	0.0	1.0
14	170310104003	1.83	39620.0	689	1048.0	123	0.7714588484634405	0.22854115153655952	0.15083009537265984	0.17851959361393324	2831	190	59601.31578947369	31000.0	257799.0	188180.0	9449.21052631579	7088.5	4639.678571428572	3586.5	73.34736842105264	68.0	0.0	0.0	0.0	0.0	0.005263157894736842	0.010526315789473684	0.08947368421052632	0.0	0.0	0.010526315789473684	0.0	0.13157894736842105	0.005263157894736842	0.010526315789473684	0.005263157894736842	0.005263157894736842	0.02631578947368421	0.7	0.005263157894736842	0.24210526315789474	0.031578947368421054	0.015789473684210527	0.7052631578947368	0.11578947368421053	0.14210526315789473	0.010526315789473684	0.0	0.02631578947368421	0.0	0.7052631578947368	0.05789473684210526	0.23684210526315788	0.0	0.7052631578947368	0.005263157894736842	0.0	0.9947368421052631
15	170310105011	1.81	43516.0	509	973.0	91	0.5016042780748663	0.4983957219251337	0.20855614973262032	0.1787819253438114	935	125	17512.56	9910.0	145449.44	108830.0	17661.6	22490.0	2349.0	1822.0	73.448	69.0	0.0	0.0	0.0	0.0	0.0	0.056	0.008	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.912	0.04	0.032	0.0	0.016	0.912	0.056	0.024	0.008	0.0	0.0	0.0	0.912	0.0	0.088	0.0	0.912	0.0	0.0	1.0
16	170310105012	1.83	47615.0	1086	1069.0	91	0.35435435435435436	0.6456456456456456	0.5405405405405406	0.08379373848987108	1998	394	8307.918781725888	6190.0	106525.8883248731	88270.0	15727.040609137055	17361.0	5230.666666666667	6078.0	83.21065989847716	96.0	0.0	0.0	0.0	0.0025380710659898475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005076142131979695	0.0	0.0	0.0	0.0	0.0	0.9923857868020305	0.0	0.007614213197969543	0.0	0.0	0.9923857868020305	0.0025380710659898475	0.005076142131979695	0.0	0.0	0.0	0.0	0.9923857868020305	0.0	0.007614213197969543	0.0	0.9923857868020305	0.0	0.0	1.0
17	170310105013	1.5	22484.0	779	956.0	139	0.7356715141146278	0.26432848588537217	0.09666381522668947	0.17843388960205392	1169	214	16902.056074766355	9010.0	180351.7289719626	182300.0	20195.018691588786	15784.0	3652.64	2996.0	90.17289719626169	88.0	0.0	0.0	0.0	0.0	0.0	0.004672897196261682	0.004672897196261682	0.0	0.0	0.0	0.0	0.10747663551401869	0.0	0.0	0.0	0.0	0.0	0.883177570093458	0.004672897196261682	0.09813084112149532	0.009345794392523364	0.004672897196261682	0.883177570093458	0.04205607476635514	0.07476635514018691	0.0	0.0	0.0	0.0	0.883177570093458	0.0	0.11214953271028037	0.004672897196261682	0.883177570093458	0.0	0.0	1.0
18	170310105021	2.09	45278.0	510	1137.0	141	0.5177935943060499	0.4822064056939501	0.33629893238434166	0.27647058823529413	1124	340	23258.735294117647	16055.0	162208.91176470587	148730.0	12071.4	7550.0	3719.078431372549	3200.0	98.24117647058823	104.0	0.0	0.0	0.0	0.0	0.0	0.008823529411764706	0.0	0.0	0.0	0.0	0.0058823529411764705	0.10882352941176471	0.0	0.0	0.0	0.0	0.026470588235294117	0.85	0.0029411764705882353	0.1411764705882353	0.0	0.0058823529411764705	0.85	0.026470588235294117	0.12352941176470589	0.0	0.0	0.0	0.0	0.85	0.008823529411764706	0.1411764705882353	0.0	0.85	0.0	0.0	1.0
19	170310105022	1.85	35795.0	1062	984.0	198	0.583206106870229	0.416793893129771	0.2534351145038168	0.1864406779661017	1965	301	21666.345514950168	9490.0	177532.69102990034	147530.0	8681.31561461794	7040.0	2764.2884615384614	2158.0	88.10963455149502	94.0	0.0	0.0	0.0	0.0	0.0	0.04318936877076412	0.019933554817275746	0.0	0.0	0.0	0.03322259136212625	0.04983388704318937	0.0033222591362126247	0.0	0.0	0.0	0.023255813953488372	0.8272425249169435	0.036544850498338874	0.11295681063122924	0.009966777408637873	0.013289036544850499	0.8272425249169435	0.07973421926910298	0.08970099667774087	0.0	0.0	0.0	0.0033222591362126247	0.8272425249169435	0.006644518272425249	0.16611295681063123	0.0	0.8272425249169435	0.0	0.0	1.0
20	170310105031	1.81	16479.0	690	333.0	112	0.6586921850079744	0.34130781499202556	0.12041467304625199	0.16231884057971013	1254	145	76944.20689655172	75860.0	467125.7931034483	473210.0	4075.7379310344827	3993.0	3501.6901408450703	3440.0	99.06896551724138	102.0	0.0	0.006896551724137931	0.0	0.0	0.0	0.0	0.020689655172413793	0.0	0.0	0.0	0.0	0.9448275862068966	0.013793103448275862	0.0	0.0	0.0	0.0	0.013793103448275862	0.0	0.9724137931034482	0.006896551724137931	0.0	0.020689655172413793	0.05517241379310345	0.6413793103448275	0.0	0.0	0.006896551724137931	0.27586206896551724	0.020689655172413793	0.0	0.9793103448275862	0.0	0.020689655172413793	0.006896551724137931	0.0	0.993103448275862
21	170310105032	1.49	26964.0	369	848.0	77	0.7681159420289855	0.23188405797101452	0.18840579710144928	0.2086720867208672	552	71	42022.535211267605	22900.0	287241.54929577466	233640.0	7526.478873239436	8230.0	4180.523809523809	3448.0	88.04225352112677	104.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014084507042253521	0.0	0.0	0.0	0.0	0.28169014084507044	0.0	0.0	0.0	0.0	0.0	0.704225352112676	0.0	0.28169014084507044	0.0	0.014084507042253521	0.704225352112676	0.056338028169014086	0.09859154929577464	0.0	0.0	0.0	0.14084507042253522	0.704225352112676	0.028169014084507043	0.2535211267605634	0.014084507042253521	0.704225352112676	0.0	0.0	1.0
22	170310106001	2.12	65568.0	812	1001.0	298	0.5464576074332171	0.45354239256678286	0.17421602787456447	0.3669950738916256	1722	489	24519.059304703478	12550.0	145110.63394683026	109430.0	11823.955010224949	8750.0	2510.614457831325	2048.0	72.8077709611452	56.0	0.0	0.0	0.0	0.0	0.0	0.04294478527607362	0.044989775051124746	0.0	0.0	0.0	0.0081799591002045	0.022494887525562373	0.002044989775051125	0.0	0.0	0.0	0.049079754601226995	0.8302658486707567	0.07975460122699386	0.06134969325153374	0.014314928425357873	0.014314928425357873	0.8302658486707567	0.15132924335378323	0.018404907975460124	0.0	0.0	0.0	0.0	0.8302658486707567	0.002044989775051125	0.16768916155419222	0.0	0.8302658486707567	0.0	0.0	1.0
